Generation,ID,fitness,max_fitness,mean_fitness
1,1,177.99999999999994,0,0
1,2,0.4,0,0
1,3,9.200000000000001,0,0
1,4,13.2,0,0
1,5,97.0,0,0
1,6,237.9,0,0
1,7,69.59999999999998,0,0
1,8,4.9,0,0
1,9,0.4,0,0
1,10,0.0,0,0
1,11,48.099999999999994,0,0
1,12,12.399999999999999,0,0
1,13,500.6999999999999,0,0
1,14,1.4,0,0
1,15,0.0,0,0
1,16,40.1,0,0
1,17,1.0,0,0
1,18,47.7,0,0
1,19,224.70000000000005,0,0
1,20,59.49999999999999,0,0
1,0,0,500.6999999999999,77.30999999999999
2,13,141.9,0,0
2,6,60.49999999999999,0,0
2,21,19.0,0,0
2,22,164.79999999999995,0,0
2,23,456.8,0,0
2,24,0.0,0,0
2,25,276.39999999999986,0,0
2,26,58.90000000000002,0,0
2,27,306.09999999999997,0,0
2,28,11.700000000000003,0,0
2,29,75.4,0,0
2,30,548.4,0,0
2,31,0.0,0,0
2,32,555.5999999999999,0,0
2,33,117.90000000000003,0,0
2,34,541.6,0,0
2,35,292.2999999999999,0,0
2,36,549.2,0,0
2,37,185.50000000000003,0,0
2,38,450.90000000000003,0,0
2,0,0,555.5999999999999,240.64499999999998
3,32,558.7,0,0
3,36,543.9999999999998,0,0
3,39,593.9000000000004,0,0
3,40,532.8999999999999,0,0
3,41,642.9999999999999,0,0
3,42,165.1,0,0
3,43,149.59999999999997,0,0
3,44,49.199999999999996,0,0
3,45,548.4,0,0
3,46,60.7,0,0
3,47,785.5000000000006,0,0
3,48,38.40000000000002,0,0
3,49,321.0,0,0
3,50,718.6999999999998,0,0
3,51,569.6,0,0
3,52,555.1999999999998,0,0
3,53,123.0,0,0
3,54,530.9,0,0
3,55,540.7,0,0
3,56,554.4,0,0
3,0,0,785.5000000000006,429.145
4,47,638.0000000000002,0,0
4,50,726.8999999999996,0,0
4,57,541.3000000000002,0,0
4,58,1232.7999999999988,0,0
4,59,132.8,0,0
4,60,63.500000000000014,0,0
4,61,543.7,0,0
4,62,62.40000000000001,0,0
4,63,561.8,0,0
4,64,540.4000000000001,0,0
4,65,381.69999999999993,0,0
4,66,571.3000000000001,0,0
4,67,1101.0999999999992,0,0
4,68,507.30000000000007,0,0
4,69,543.8999999999999,0,0
4,70,72.20000000000002,0,0
4,71,397.8999999999999,0,0
4,72,134.60000000000002,0,0
4,73,660.8000000000001,0,0
4,74,119.19999999999999,0,0
4,0,0,1232.7999999999988,476.67999999999995
5,58,488.4000000000001,0,0
5,67,532.2999999999998,0,0
5,75,102.2,0,0
5,76,568.9000000000002,0,0
5,77,344.00000000000006,0,0
5,78,546.2999999999998,0,0
5,79,0.0,0,0
5,80,550.7999999999998,0,0
5,81,0.8000000000000007,0,0
5,82,7.3999999999999995,0,0
5,83,15.3,0,0
5,84,0.0,0,0
5,85,346.40000000000003,0,0
5,86,668.4999999999999,0,0
5,87,24.4,0,0
5,88,568.6999999999999,0,0
5,89,531.9999999999998,0,0
5,90,1280.3000000000009,0,0
5,91,1.2,0,0
5,92,540.7999999999997,0,0
5,0,0,1280.3000000000009,355.93500000000006
6,90,275.79999999999995,0,0
6,86,640.4,0,0
6,93,122.79999999999998,0,0
6,94,209.1,0,0
6,95,559.5999999999998,0,0
6,96,70.69999999999997,0,0
6,97,150.4,0,0
6,98,0.0,0,0
6,99,495.5,0,0
6,100,78.49999999999999,0,0
6,101,25.800000000000004,0,0
6,102,580.8000000000009,0,0
6,103,728.5000000000001,0,0
6,104,3.7,0,0
6,105,565.5999999999998,0,0
6,106,0.0,0,0
6,107,97.50000000000001,0,0
6,108,123.10000000000001,0,0
6,109,150.79999999999998,0,0
6,110,145.79999999999998,0,0
6,0,0,728.5000000000001,251.22000000000008
7,103,668.5000000000001,0,0
7,86,605.8000000000001,0,0
7,111,0.0,0,0
7,112,679.6999999999999,0,0
7,113,0.0,0,0
7,114,17.6,0,0
7,115,65.59999999999998,0,0
7,116,550.4000000000001,0,0
7,117,687.0999999999998,0,0
