Generation,ID,fitness,max_fitness,mean_fitness
1,1,0.0,0,0
1,2,39.0,0,0
1,3,0.0,0,0
1,4,30.400000000000002,0,0
1,5,251.49999999999997,0,0
1,6,24.3,0,0
1,7,1.3,0,0
1,8,0.0,0,0
1,9,39.900000000000006,0,0
1,10,1.3,0,0
1,11,20.700000000000003,0,0
1,12,29.900000000000013,0,0
1,13,38.0,0,0
1,14,281.30000000000007,0,0
1,15,24.39999999999999,0,0
1,16,202.20000000000002,0,0
1,17,24.799999999999997,0,0
1,18,23.2,0,0
1,19,9.0,0,0
1,20,7.8999999999999995,0,0
1,0,0,281.30000000000007,52.455000000000005
2,14,261.5,0,0
2,5,285.6,0,0
2,21,272.1,0,0
2,22,69.9,0,0
2,23,29.7,0,0
2,24,257.29999999999995,0,0
2,25,19.200000000000003,0,0
2,26,180.60000000000002,0,0
2,27,17.8,0,0
2,28,142.3,0,0
2,29,24.3,0,0
2,30,218.39999999999998,0,0
2,31,256.20000000000005,0,0
2,32,22.7,0,0
2,33,21.999999999999996,0,0
2,34,30.699999999999996,0,0
2,35,38.99999999999999,0,0
2,36,294.9999999999999,0,0
2,37,35.4,0,0
2,38,266.1,0,0
2,0,0,294.9999999999999,137.29
3,36,269.30000000000007,0,0
3,5,500.50000000000017,0,0
3,39,0.0,0,0
3,40,21.800000000000004,0,0
3,41,29.70000000000001,0,0
3,42,287.00000000000006,0,0
3,43,170.20000000000002,0,0
3,44,270.3,0,0
3,45,104.3,0,0
3,46,278.0,0,0
3,47,257.30000000000007,0,0
3,48,22.7,0,0
3,49,31.4,0,0
3,50,252.90000000000012,0,0
3,51,150.2,0,0
3,52,311.29999999999995,0,0
3,53,134.49999999999997,0,0
3,54,438.10000000000014,0,0
3,55,306.0999999999999,0,0
3,56,32.3,0,0
3,0,0,500.50000000000017,193.395
4,5,805.9000000000002,0,0
4,54,198.6,0,0
4,57,282.29999999999984,0,0
4,58,21.900000000000006,0,0
4,59,12.5,0,0
4,60,305.1999999999999,0,0
4,61,296.2999999999999,0,0
4,62,258.09999999999997,0,0
4,63,261.69999999999993,0,0
4,64,25.400000000000002,0,0
4,65,257.6,0,0
4,66,314.5,0,0
4,67,259.5,0,0
4,68,220.99999999999997,0,0
4,69,251.10000000000002,0,0
4,70,260.9000000000001,0,0
4,71,278.9,0,0
4,72,300.9000000000002,0,0
4,73,28.400000000000002,0,0
4,74,14.000000000000002,0,0
4,0,0,805.9000000000002,232.73499999999999
5,5,539.8999999999997,0,0
5,66,257.6,0,0
5,75,31.7,0,0
5,76,18.900000000000002,0,0
5,77,275.5,0,0
5,78,262.19999999999993,0,0
5,79,271.30000000000007,0,0
5,80,0.0,0,0
5,81,655.6999999999997,0,0
5,82,290.4000000000001,0,0
5,83,243.8000000000001,0,0
5,84,21.2,0,0
5,85,286.19999999999993,0,0
5,86,268.99999999999994,0,0
5,87,127.3,0,0
5,88,229.60000000000002,0,0
5,89,295.2,0,0
5,90,178.79999999999998,0,0
5,91,33.1,0,0
5,92,282.0999999999999,0,0
5,0,0,655.6999999999997,228.475
6,81,716.8000000000002,0,0
6,5,433.0999999999999,0,0
6,93,24.299999999999997,0,0
6,94,295.7,0,0
6,95,285.1,0,0
6,96,19.6,0,0
6,97,34.99999999999999,0,0
6,98,269.9,0,0
6,99,287.8,0,0
6,100,291.79999999999995,0,0
6,101,19.0,0,0
6,102,26.400000000000006,0,0
6,103,280.50000000000006,0,0
6,104,296.49999999999994,0,0
6,105,331.20000000000005,0,0
6,106,30.900000000000002,0,0
6,107,211.40000000000003,0,0
6,108,337.9,0,0
6,109,449.90000000000003,0,0
6,110,210.2,0,0
6,0,0,716.8000000000002,242.65
7,81,747.9999999999999,0,0
7,109,168.69999999999993,0,0
7,111,290.09999999999997,0,0
7,112,37.400000000000006,0,0
7,113,103.20000000000002,0,0
7,114,259.29999999999995,0,0
7,115,578.5000000000003,0,0
7,116,295.0999999999999,0,0
7,117,91.50000000000001,0,0
7,118,22.8,0,0
7,119,693.4000000000001,0,0
7,120,287.4999999999999,0,0
7,121,268.4,0,0
7,122,104.30000000000003,0,0
7,123,273.69999999999993,0,0
