Generation,ID,fitness,max Fitness,mean fitness,,,,,,,
40,320,225.2,0,0,,,,,,,
,,,,,,,,,,,
40,321,473.1,0,0,,,,,,,
,,,,,,,,,,,
40,322,345.9,0,0,,,,,,,
,,,,,,,,,,,
0,0,0,1152.7,457.51,,,,,,,
1,1,0.0,0,0
1,2,75.5,0,0
1,3,69.69999999999997,0,0
1,4,0.0,0,0
1,5,0.0,0,0
1,6,22.599999999999998,0,0
1,7,63.0,0,0
1,8,75.4,0,0
1,9,27.000000000000004,0,0
1,10,1.4,0,0
1,11,72.10000000000001,0,0
1,12,21.0,0,0
1,13,3.7000000000000006,0,0
1,1,35.1,0,0
1,2,0.0,0,0
1,3,47.199999999999996,0,0
1,4,29.8,0,0
1,5,3.6999999999999997,0,0
1,6,221.20000000000005,0,0
1,7,34.4,0,0
1,8,20.999999999999996,0,0
1,9,0.0,0,0
1,10,0.0,0,0
1,1,122.1,0,0
1,2,196.39999999999995,0,0
1,3,106.80000000000003,0,0
1,4,9.600000000000001,0,0
1,5,592.5999999999998,0,0
1,1,13.200000000000001,0,0
1,2,0.0,0,0
1,3,0.0,0,0
1,1,0.7,0,0
1,2,148.7,0,0
1,3,0.0,0,0
1,1,125.8,0,0
1,1,282.9,0,0
1,2,0.0,0,0
1,3,23.7,0,0
1,4,1337.8000000000002,0,0
1,1,263.79999999999995,0,0
1,2,90.10000000000001,0,0
1,3,589.3,0,0
1,4,75.50000000000001,0,0
1,5,500.9000000000001,0,0
1,6,208.79999999999998,0,0
1,7,122.6,0,0
1,8,0.0,0,0
1,1,35.89999999999999,0,0
1,1,30.5,0,0
1,2,172.00000000000003,0,0
1,1,0.0,0,0
1,2,0.0,0,0
1,3,560.1000000000003,0,0
1,1,0.0,0,0
1,2,65.50000000000004,0,0
1,3,0.0,0,0
1,4,1008.6999999999995,0,0
1,5,95.9,0,0
1,6,0.0,0,0
1,7,208.8999999999999,0,0
1,8,10.700000000000003,0,0
1,9,420.8999999999999,0,0
1,10,92.3,0,0
1,11,34.7,0,0
1,12,31.000000000000004,0,0
1,13,24.7,0,0
1,14,278.50000000000006,0,0
1,15,76.99999999999997,0,0
1,1,264.29999999999995,0,0
1,2,4.000000000000002,0,0
1,1,55.000000000000014,0,0
1,1,89.39999999999999,0,0
1,2,0.0,0,0
1,1,293.7999999999999,0,0
1,2,279.30000000000007,0,0
1,1,156.69999999999996,0,0
1,2,19.1,0,0
1,1,0.0,0,0
1,1,6.2,0,0
1,2,287.70000000000005,0,0
1,3,0.0,0,0
1,4,0.0,0,0
1,5,0.0,0,0
1,6,0.0,0,0
1,7,0.0,0,0
1,8,13.200000000000003,0,0
1,9,0.0,0,0
1,10,0.0,0,0
1,11,0.0,0,0
1,12,13.100000000000001,0,0
1,13,0.0,0,0
1,14,0.0,0,0
1,15,0.0,0,0
1,16,192.19999999999996,0,0
1,17,194.4,0,0
1,1,0.0,0,0
1,1,0.0,0,0
1,2,0.0,0,0
1,3,43.0,0,0
1,4,0.0,0,0
1,5,4.0,0,0
1,1,180.50000000000003,0,0
1,1,69.89999999999999,0,0
1,2,28.70000000000001,0,0
1,3,0.0,0,0
1,1,8.3,0,0
1,2,83.1,0,0
1,3,105.80000000000001,0,0
1,4,183.99999999999997,0,0
1,5,114.00000000000001,0,0
1,1,53.9,0,0
1,2,138.1,0,0
1,1,121.10000000000004,0,0
1,2,143.2,0,0
1,3,125.2,0,0
1,1,0.0,0,0
1,1,6.2,0,0
1,1,13.7,0,0
1,2,50.199999999999996,0,0
1,3,733.7000000000003,0,0
1,4,51.199999999999996,0,0
1,5,0.0,0,0
1,6,0.0,0,0
1,7,31.700000000000003,0,0
1,8,43.89999999999999,0,0
1,9,66.10000000000002,0,0
1,10,0.0,0,0
1,11,53.19999999999999,0,0
1,12,245.89999999999998,0,0
1,13,14.100000000000001,0,0
1,1,432.49999999999994,0,0
1,2,504.89999999999986,0,0
1,3,0.0,0,0
1,4,133.2,0,0
1,5,175.19999999999993,0,0
1,6,216.29999999999998,0,0
1,7,92.89999999999996,0,0
1,8,107.5,0,0
1,9,26.0,0,0
1,10,123.20000000000003,0,0
1,11,150.20000000000005,0,0
1,12,92.69999999999999,0,0
1,13,66.8,0,0
1,1,0.0,0,0
1,2,69.8,0,0
1,1,14.000000000000002,0,0
1,1,63.7,0,0
1,2,154.8,0,0
1,3,74.60000000000004,0,0
1,4,160.70000000000005,0,0
1,5,4.2,0,0
1,6,0.0,0,0
1,7,47.80000000000001,0,0
1,8,41.3,0,0
1,9,0.0,0,0
1,10,313.2,0,0
1,11,275.9,0,0
1,1,0.10000000000000009,0,0
1,2,0.0,0,0
1,3,284.0999999999999,0,0
1,4,70.90000000000002,0,0
1,1,38.7,0,0
1,2,73.89999999999998,0,0
