Generation,ID,fitness,max Fitness,mean fitness
16,130,67.0,0,0
16,0,0,651.5000000000002,286.36000000000007
17,125,185.30000000000152,0,0
17,111,498.10000000000014,0,0
17,131,128.7,0,0
17,132,24.8,0,0
17,133,57.8,0,0
17,134,0.9,0,0
17,135,59.40000000000001,0,0
17,136,124.99999999999999,0,0
17,137,0.8,0,0
17,138,45.2,0,0
17,0,0,498.10000000000014,112.60000000000016
18,111,328.4000000000001,0,0
18,125,235.19999999999996,0,0
18,139,273.59999999999997,0,0
18,140,251.0,0,0
18,141,306.90000000000003,0,0
18,142,356.10000000000014,0,0
18,143,64.5,0,0
18,144,212.2,0,0
18,145,109.90000000000002,0,0
18,146,53.60000000000001,0,0
18,0,0,356.10000000000014,219.14000000000001
19,142,176.19999999999996,0,0
19,111,513.2000000000003,0,0
19,147,325.4000000000001,0,0
19,148,53.400000000000006,0,0
19,149,57.00000000000001,0,0
19,150,111.59999999999998,0,0
19,151,194.80000000000007,0,0
19,152,59.400000000000006,0,0
19,153,106.8,0,0
19,154,498.50000000000006,0,0
19,0,0,513.2000000000003,209.63000000000005
20,111,344.0,0,0
20,154,386.30000000000007,0,0
20,155,59.20000000000001,0,0
20,156,76.3,0,0
20,157,408.39999999999986,0,0
20,158,112.0,0,0
20,159,135.29999999999998,0,0
20,160,187.9,0,0
20,161,56.600000000000016,0,0
20,162,128.3,0,0
20,0,0,408.39999999999986,189.42999999999998
21,157,139.7,0,0
21,154,143.4,0,0
21,163,300.1000000000001,0,0
21,164,280.1,0,0
21,165,327.3000000000002,0,0
21,166,54.20000000000001,0,0
21,167,903.2000000000006,0,0
21,168,397.6999999999997,0,0
21,169,91.7,0,0
21,170,393.4,0,0
21,0,0,903.2000000000006,303.08000000000004
22,167,551.9000000000001,0,0
22,168,389.40000000000015,0,0
22,171,55.40000000000002,0,0
22,172,116.5,0,0
22,173,77.3,0,0
22,174,226.40000000000003,0,0
22,175,70.2,0,0
22,176,30.200000000000003,0,0
22,177,541.0000000000003,0,0
22,178,377.29999999999984,0,0
22,0,0,551.9000000000001,243.56000000000003
23,167,525.9000000000002,0,0
23,177,448.70000000000016,0,0
23,179,442.79999999999995,0,0
23,180,463.4999999999997,0,0
23,181,828.5000000000002,0,0
23,182,936.5999999999995,0,0
23,183,492.4000000000002,0,0
23,184,0.0,0,0
23,185,387.19999999999993,0,0
23,186,63.400000000000006,0,0
23,0,0,936.5999999999995,458.9
24,182,464.89999999999975,0,0
24,181,128.3,0,0
24,187,437.79999999999995,0,0
24,188,332.9000000000001,0,0
24,189,407.0999999999999,0,0
24,190,137.59999999999997,0,0
24,191,162.0,0,0
24,192,104.5,0,0
24,193,105.10000000000001,0,0
24,194,428.8999999999998,0,0
24,0,0,464.89999999999975,270.9099999999999
25,182,374.2,0,0
25,187,425.70000000000005,0,0
25,195,405.59999999999997,0,0
25,196,451.6999999999998,0,0
25,197,61.50000000000002,0,0
25,198,365.09999999999997,0,0
25,199,795.3000000000003,0,0
25,200,417.8999999999998,0,0
25,201,373.0999999999999,0,0
25,202,450.2999999999998,0,0
25,0,0,795.3000000000003,412.03999999999996
26,199,332.7000000000001,0,0
26,196,932.6,0,0
26,203,115.8,0,0
26,204,213.70000000000002,0,0
26,205,378.00000000000006,0,0
26,206,257.8,0,0
26,207,49.4,0,0
26,208,292.3,0,0
26,209,353.69999999999993,0,0
26,210,89.4,0,0
26,0,0,932.6,301.5400000000001
27,196,217.49999999999986,0,0
27,205,139.09999999999997,0,0
27,211,440.7,0,0
27,212,118.0,0,0
27,213,333.9,0,0
27,214,395.1,0,0
27,215,375.79999999999984,0,0
27,216,750.6999999999995,0,0
27,217,345.40000000000015,0,0
27,218,590.6999999999998,0,0
27,0,0,750.6999999999995,370.6899999999999
28,216,581.5,0,0
28,218,148.7,0,0
28,219,105.00000000000001,0,0
28,220,525.3000000000002,0,0
28,221,551.4000000000001,0,0
28,222,421.3999999999999,0,0
28,223,565.0999999999999,0,0
28,224,845.8000000000003,0,0
28,225,469.59999999999985,0,0
28,226,830.4000000000005,0,0
28,0,0,845.8000000000003,504.4200000000001
29,224,591.6,0,0
29,226,443.00000000000006,0,0
29,227,353.6000000000001,0,0
29,228,382.7000000000001,0,0
29,229,131.3,0,0
29,230,106.5,0,0
29,231,347.59999999999997,0,0
29,232,566.0999999999998,0,0
29,233,351.2,0,0
29,234,390.99999999999994,0,0
29,0,0,591.6,366.46
30,224,646.6999999999999,0,0
30,232,341.50000000000017,0,0
30,235,408.5,0,0
30,236,55.4,0,0
30,237,368.09999999999997,0,0
30,238,505.2,0,0
30,239,261.50000000000006,0,0
30,240,221.29999999999995,0,0
30,241,377.9000000000001,0,0
30,242,62.300000000000004,0,0
30,0,0,646.6999999999999,324.84000000000003
31,224,483.79999999999995,0,0
31,238,705.9,0,0
31,243,402.7000000000003,0,0
31,244,431.6999999999999,0,0
31,245,427.0,0,0
31,246,1333.7000000000005,0,0
31,247,455.4000000000001,0,0
31,248,410.0999999999998,0,0
31,249,63.20000000000002,0,0
31,250,302.5999999999999,0,0
31,0,0,1333.7000000000005,501.61
32,246,537.8000000000001,0,0
32,238,330.1,0,0
32,251,185.8,0,0
32,252,422.6999999999999,0,0
32,253,416.8999999999999,0,0
32,254,578.6000000000003,0,0
32,255,297.9999999999999,0,0
32,256,128.5,0,0
32,257,424.89999999999986,0,0
32,258,407.09999999999997,0,0
32,0,0,578.6000000000003,373.04
33,254,521.7,0,0
33,246,313.5999999999998,0,0
33,259,357.50000000000006,0,0
33,260,361.7,0,0
33,261,314.80000000000007,0,0
33,262,433.4000000000001,0,0
33,263,125.49999999999997,0,0
33,264,438.3000000000002,0,0
33,265,437.1000000000001,0,0
33,266,151.0,0,0
33,0,0,521.7,345.46000000000004
34,254,325.1000000000001,0,0
34,264,109.9,0,0
34,267,222.69999999999993,0,0
34,268,97.6,0,0
34,269,413.50000000000006,0,0
34,270,108.69999999999999,0,0
34,271,108.50000000000001,0,0
34,272,431.40000000000003,0,0
34,273,225.00000000000003,0,0
34,274,410.6000000000001,0,0
34,0,0,431.40000000000003,245.30000000000004
35,272,412.9,0,0
35,269,408.99999999999994,0,0
35,275,1044.5999999999992,0,0
35,276,433.4000000000001,0,0
35,277,146.70000000000007,0,0
35,278,48.4,0,0
35,279,271.29999999999995,0,0
35,280,0.0,0,0
35,281,110.30000000000001,0,0
35,282,111.4,0,0
35,0,0,1044.5999999999992,298.79999999999995
36,275,387.3999999999999,0,0
36,276,416.5,0,0
36,283,316.69999999999993,0,0
36,284,419.9000000000001,0,0
36,285,428.9999999999999,0,0
36,286,348.9,0,0
36,287,417.9999999999999,0,0
36,288,424.3999999999999,0,0
36,289,296.2000000000001,0,0
36,290,755.7000000000005,0,0
36,0,0,755.7000000000005,421.2700000000001
37,290,116.9,0,0
37,285,432.19999999999993,0,0
37,291,298.4,0,0
37,292,420.80000000000007,0,0
37,293,263.80000000000007,0,0
37,294,173.7,0,0
37,295,383.30000000000007,0,0
37,296,420.4,0,0
37,297,418.8999999999999,0,0
37,298,52.400000000000006,0,0
37,0,0,432.19999999999993,298.08000000000004
38,285,412.9,0,0
38,292,416.7,0,0
38,299,405.29999999999984,0,0
38,300,258.2,0,0
38,301,407.29999999999995,0,0
38,302,224.60000000000002,0,0
38,303,87.49999999999999,0,0
38,304,284.70000000000005,0,0
38,305,314.7,0,0
38,306,352.20000000000005,0,0
38,0,0,416.7,316.40999999999997
39,292,412.7999999999999,0,0
39,285,428.7,0,0
39,307,429.79999999999995,0,0
39,308,211.8,0,0
39,309,416.00000000000017,0,0
39,310,313.69999999999993,0,0
39,311,423.7999999999999,0,0
39,312,283.3,0,0
39,313,274.2000000000001,0,0
39,314,355.40000000000003,0,0
39,0,0,429.79999999999995,354.95
40,307,421.5,0,0
40,285,382.29999999999995,0,0
40,315,357.90000000000003,0,0
40,316,387.1,0,0
40,317,398.9,0,0
40,318,422.5999999999998,0,0
40,319,378.9,0,0
40,320,310.50000000000006,0,0
40,321,426.7,0,0
40,322,419.09999999999997,0,0
40,0,0,426.7,390.55
41,321,446.9,0,0
41,318,421.1999999999999,0,0
41,323,419.6,0,0
41,324,444.0,0,0
41,325,704.1000000000003,0,0
41,326,112.49999999999997,0,0
41,327,414.50000000000006,0,0
41,328,396.70000000000033,0,0
41,329,397.1999999999999,0,0
41,330,418.00000000000006,0,0
41,0,0,704.1000000000003,417.4700000000001
42,325,599.3999999999997,0,0
42,321,402.3,0,0
42,331,521.3,0,0
42,332,433.8,0,0
42,333,372.9000000000001,0,0
42,334,391.2,0,0
42,335,401.4,0,0
42,336,240.70000000000007,0,0
42,337,491.40000000000003,0,0
42,338,119.0,0,0
42,0,0,599.3999999999997,397.34000000000003
43,325,614.6000000000004,0,0
43,331,480.49999999999994,0,0
43,339,343.60000000000014,0,0
43,340,324.9999999999999,0,0
43,341,441.3,0,0
43,342,241.39999999999998,0,0
43,343,317.1999999999997,0,0
43,344,100.80000000000001,0,0
43,345,339.30000000000007,0,0
43,346,426.00000000000006,0,0
43,0,0,614.6000000000004,362.9700000000001
44,325,591.2000000000002,0,0
44,331,524.5000000000002,0,0
44,347,424.1999999999999,0,0
44,348,113.29999999999998,0,0
44,349,240.3000000000001,0,0
44,350,655.7999999999998,0,0
44,351,212.50000000000006,0,0
44,352,446.7,0,0
44,353,327.50000000000006,0,0
44,354,356.9,0,0
44,0,0,655.7999999999998,389.29
45,350,625.0999999999998,0,0
45,325,621.4999999999999,0,0
45,355,61.30000000000002,0,0
45,356,415.4999999999999,0,0
45,357,607.1999999999999,0,0
45,358,742.3999999999999,0,0
45,359,426.69999999999993,0,0
45,360,547.0999999999999,0,0
45,361,447.9000000000001,0,0
45,362,409.40000000000003,0,0
45,0,0,742.3999999999999,490.40999999999985
46,358,389.1,0,0
46,350,618.6000000000004,0,0
46,363,592.5,0,0
46,364,437.5,0,0
46,365,335.3999999999998,0,0
46,366,428.49999999999994,0,0
46,367,579.1,0,0
46,368,679.1000000000001,0,0
46,369,545.0,0,0
46,370,117.6,0,0
46,0,0,679.1000000000001,472.24000000000007
47,368,618.9,0,0
47,350,429.0,0,0
47,371,68.39999999999999,0,0
47,372,354.1000000000002,0,0
47,373,412.4,0,0
47,374,441.1999999999998,0,0
47,375,324.2,0,0
47,376,550.2000000000002,0,0
47,377,0.8,0,0
47,378,128.9,0,0
47,0,0,618.9,332.81000000000006
48,368,808.6999999999997,0,0
48,376,562.6,0,0
48,379,345.3,0,0
48,380,116.09999999999998,0,0
48,381,519.1000000000001,0,0
48,382,563.5999999999998,0,0
48,383,312.09999999999997,0,0
48,384,317.1000000000001,0,0
48,385,162.7000000000001,0,0
48,386,124.10000000000001,0,0
48,0,0,808.6999999999997,383.14
49,368,388.10000000000014,0,0
49,382,475.79999999999995,0,0
49,387,542.1000000000003,0,0
49,388,589.8000000000002,0,0
49,389,829.3999999999999,0,0
49,390,547.1000000000003,0,0
49,391,340.90000000000015,0,0
49,392,564.1,0,0
49,393,60.60000000000001,0,0
49,394,9.200000000000001,0,0
49,0,0,829.3999999999999,434.71000000000015
50,389,382.9000000000001,0,0
50,388,179.4,0,0
50,395,101.49999999999997,0,0
50,396,467.80000000000007,0,0
50,397,329.8999999999999,0,0
50,398,351.9,0,0
50,399,4.199999999999999,0,0
50,400,328.50000000000006,0,0
50,401,532.0999999999998,0,0
50,402,7.3,0,0
50,0,0,532.0999999999998,268.55000000000007
51,401,122.6,0,0
51,396,321.79999999999995,0,0
51,403,56.300000000000004,0,0
51,404,59.40000000000002,0,0
51,405,118.10000000000001,0,0
51,406,301.9000000000001,0,0
51,407,36.199999999999996,0,0
51,408,336.0999999999999,0,0
51,409,34.8,0,0
51,410,352.3000000000001,0,0
51,0,0,352.3000000000001,173.95000000000002
52,410,136.2,0,0
52,408,124.50000000000001,0,0
52,411,116.39999999999999,0,0
52,412,306.70000000000005,0,0
52,413,425.49999999999983,0,0
52,414,372.1999999999999,0,0
52,415,0.0,0,0
52,416,0.0,0,0
52,417,236.10000000000002,0,0
52,418,205.7,0,0
52,0,0,425.49999999999983,192.32999999999996
53,413,415.6,0,0
53,414,400.39999999999975,0,0
53,419,388.40000000000003,0,0
53,420,406.9999999999998,0,0
53,421,399.3000000000001,0,0
53,422,47.800000000000004,0,0
53,423,260.40000000000003,0,0
53,424,100.09999999999998,0,0
53,425,0.0,0,0
53,426,443.9999999999999,0,0
53,0,0,443.9999999999999,286.3
54,426,401.7999999999997,0,0
54,413,397.19999999999993,0,0
54,427,544.5000000000002,0,0
54,428,349.5999999999999,0,0
54,429,427.6999999999998,0,0
54,430,0.0,0,0
54,431,426.7999999999999,0,0
54,432,121.6,0,0
54,433,419.9000000000001,0,0
54,434,300.00000000000006,0,0
54,0,0,544.5000000000002,338.90999999999997
55,427,1084.3000000000002,0,0
55,429,416.2999999999999,0,0
55,435,418.00000000000006,0,0
55,436,485.5,0,0
55,437,1.399999999999996,0,0
55,438,663.4999999999998,0,0
55,439,0.0,0,0
55,440,364.90000000000003,0,0
55,441,406.69999999999993,0,0
55,442,157.8,0,0
55,0,0,1084.3000000000002,399.84000000000003
56,427,657.2000000000003,0,0
56,438,749.4,0,0
56,443,549.5000000000002,0,0
56,444,416.79999999999995,0,0
56,445,443.9000000000001,0,0
56,446,376.90000000000015,0,0
56,447,251.8,0,0
56,448,364.5,0,0
56,449,422.70000000000005,0,0
56,450,413.70000000000005,0,0
56,0,0,749.4,464.64000000000004
57,438,715.1999999999995,0,0
57,427,533.5999999999999,0,0
57,451,8.200000000000001,0,0
57,452,131.30000000000004,0,0
57,453,371.30000000000007,0,0
57,454,15.0,0,0
57,455,359.2000000000001,0,0
57,456,331.8999999999999,0,0
57,457,422.39999999999986,0,0
57,458,263.1,0,0
57,0,0,715.1999999999995,315.11999999999995
58,438,849.4999999999992,0,0
58,427,542.0999999999998,0,0
58,459,378.5999999999996,0,0
58,460,323.4999999999999,0,0
58,461,8.8,0,0
58,462,424.50000000000006,0,0
58,463,428.6000000000001,0,0
58,464,16.799999999999997,0,0
58,465,166.69999999999996,0,0
58,466,339.7000000000001,0,0
58,0,0,849.4999999999992,347.8799999999999
59,438,434.50000000000006,0,0
59,427,985.1,0,0
59,467,211.6999999999999,0,0
59,468,0.0,0,0
59,469,479.9999999999998,0,0
59,470,412.7,0,0
59,471,379.7,0,0
59,472,427.3999999999999,0,0
59,473,0.0,0,0
59,474,479.8999999999999,0,0
59,0,0,985.1,381.09999999999997
60,427,1021.4999999999997,0,0
60,469,384.69999999999993,0,0
60,475,0.0,0,0
60,476,260.59999999999997,0,0
60,477,388.6000000000001,0,0
60,478,0.0,0,0
60,479,87.9,0,0
60,480,492.79999999999995,0,0
60,481,413.6,0,0
60,482,422.3000000000001,0,0
60,0,0,1021.4999999999997,347.19999999999993
61,427,1033.5999999999997,0,0
61,480,496.79999999999995,0,0
61,483,0.0,0,0
61,484,418.3,0,0
61,485,402.6,0,0
61,486,39.39999999999999,0,0
61,487,217.00000000000003,0,0
61,488,125.00000000000003,0,0
61,489,60.60000000000001,0,0
61,490,553.4000000000001,0,0
61,0,0,1033.5999999999997,334.66999999999996
62,427,1037.0000000000002,0,0
62,490,478.9,0,0
62,491,89.19999999999999,0,0
62,492,538.7999999999998,0,0
62,493,0.0,0,0
62,494,648.5000000000003,0,0
62,495,64.90000000000002,0,0
62,496,242.7,0,0
62,497,56.30000000000001,0,0
62,498,373.00000000000017,0,0
62,0,0,1037.0000000000002,352.93000000000006
63,427,1022.0000000000001,0,0
63,494,293.2000000000001,0,0
63,499,73.60000000000001,0,0
63,500,431.3999999999999,0,0
63,501,343.69999999999993,0,0
63,502,56.300000000000004,0,0
63,503,419.1000000000001,0,0
63,504,28.6,0,0
63,505,173.40000000000003,0,0
63,506,415.29999999999984,0,0
63,0,0,1022.0000000000001,325.65999999999997
64,427,1061.1999999999996,0,0
64,500,426.20000000000005,0,0
64,507,10.0,0,0
64,508,220.70000000000002,0,0
64,509,117.79999999999998,0,0
64,510,427.40000000000003,0,0
64,511,495.40000000000003,0,0
64,512,487.5,0,0
64,513,368.80000000000007,0,0
64,514,433.3999999999999,0,0
64,0,0,1061.1999999999996,404.84000000000003
65,427,643.0999999999999,0,0
65,511,408.2,0,0
65,515,126.20000000000002,0,0
65,516,401.6,0,0
65,517,319.0999999999999,0,0
65,518,258.30000000000007,0,0
65,519,0.0,0,0
65,520,9.400000000000002,0,0
65,521,398.6999999999999,0,0
65,522,144.50000000000003,0,0
65,0,0,643.0999999999999,270.90999999999997
66,427,1089.9999999999993,0,0
66,511,149.39999999999998,0,0
66,523,156.60000000000005,0,0
66,524,64.6,0,0
66,525,119.39999999999998,0,0
66,526,196.10000000000002,0,0
66,527,62.90000000000001,0,0
66,528,506.7999999999998,0,0
66,529,423.3,0,0
66,530,788.6999999999998,0,0
66,0,0,1089.9999999999993,355.77999999999986
67,427,1061.4000000000008,0,0
67,530,393.0999999999999,0,0
67,531,357.3999999999999,0,0
67,532,438.2999999999999,0,0
67,533,353.90000000000003,0,0
67,534,445.90000000000003,0,0
67,535,343.19999999999993,0,0
67,536,242.40000000000003,0,0
67,537,161.6,0,0
67,538,631.8999999999997,0,0
67,0,0,1061.4000000000008,442.91
68,427,398.1999999999998,0,0
68,538,384.4,0,0
68,539,380.1,0,0
68,540,437.0,0,0
68,541,141.99999999999997,0,0
68,542,0.0,0,0
68,543,104.40000000000003,0,0
68,544,374.5000000000001,0,0
68,545,385.30000000000007,0,0
68,546,361.90000000000003,0,0
68,0,0,437.0,296.78000000000003
69,540,422.9,0,0
69,427,1022.4,0,0
69,547,533.3000000000002,0,0
69,548,407.7,0,0
69,549,57.900000000000006,0,0
69,550,409.0000000000001,0,0
69,551,426.2999999999999,0,0
69,552,340.9000000000002,0,0
69,553,404.3,0,0
69,554,412.39999999999986,0,0
69,0,0,1022.4,443.71000000000004
70,427,422.49999999999983,0,0
70,547,383.29999999999995,0,0
70,555,10.200000000000001,0,0
70,556,274.5,0,0
70,557,281.50000000000006,0,0
70,558,420.0000000000001,0,0
70,559,409.0000000000001,0,0
70,560,565.2999999999998,0,0
70,561,373.8999999999998,0,0
70,562,426.80000000000007,0,0
70,0,0,565.2999999999998,356.69999999999993
71,560,281.9,0,0
71,562,424.80000000000007,0,0
71,563,0.5,0,0
71,564,265.79999999999995,0,0
71,565,225.0999999999999,0,0
71,566,336.9,0,0
71,567,530.8,0,0
71,568,155.6,0,0
71,569,407.80000000000024,0,0
71,570,98.20000000000002,0,0
71,0,0,530.8,272.74
72,567,460.59999999999985,0,0
72,562,423.7,0,0
72,571,328.49999999999994,0,0
72,572,357.6000000000002,0,0
72,573,0.9999999999999991,0,0
72,574,374.90000000000003,0,0
72,575,127.1,0,0
72,576,49.199999999999996,0,0
72,577,383.1,0,0
72,578,404.70000000000005,0,0
72,0,0,460.59999999999985,291.03999999999996
73,567,432.29999999999995,0,0
73,562,442.00000000000006,0,0
73,579,944.7999999999997,0,0
73,580,984.1999999999998,0,0
73,581,413.29999999999995,0,0
73,582,369.29999999999995,0,0
73,583,423.09999999999997,0,0
73,584,54.800000000000004,0,0
73,585,416.0999999999999,0,0
73,586,418.9000000000001,0,0
73,0,0,984.1999999999998,489.87999999999994
74,580,646.4,0,0
74,579,395.2,0,0
74,587,60.30000000000001,0,0
74,588,11.1,0,0
74,589,375.79999999999995,0,0
74,590,334.70000000000005,0,0
74,591,513.0,0,0
74,592,687.3,0,0
74,593,312.40000000000003,0,0
74,594,352.6000000000001,0,0
74,0,0,687.3,368.88
75,592,232.09999999999997,0,0
75,580,904.5999999999997,0,0
75,595,406.8999999999999,0,0
75,596,404.7000000000001,0,0
75,597,162.79999999999998,0,0
75,598,132.6,0,0
75,599,330.90000000000003,0,0
75,600,539.8,0,0
75,601,301.4,0,0
75,602,392.20000000000005,0,0
75,0,0,904.5999999999997,380.8
76,580,589.9000000000002,0,0
76,600,359.60000000000014,0,0
76,603,121.7,0,0
76,604,407.0999999999999,0,0
76,605,110.70000000000002,0,0
76,606,656.0000000000002,0,0
76,607,418.3,0,0
76,608,256.2999999999999,0,0
76,609,233.0,0,0
76,610,54.10000000000001,0,0
76,0,0,656.0000000000002,320.67
77,606,263.49999999999994,0,0
77,580,550.5,0,0
77,611,402.09999999999985,0,0
77,612,282.00000000000006,0,0
77,613,309.69999999999993,0,0
77,614,369.7000000000001,0,0
77,615,447.2000000000001,0,0
77,616,269.20000000000005,0,0
77,617,340.10000000000025,0,0
77,618,60.199999999999996,0,0
77,0,0,550.5,329.4200000000001
78,580,872.6999999999998,0,0
78,615,459.2999999999999,0,0
78,619,119.2,0,0
78,620,198.5,0,0
78,621,382.7,0,0
78,622,429.7999999999999,0,0
78,623,993.2000000000004,0,0
78,624,419.4,0,0
78,625,393.29999999999995,0,0
78,626,411.2000000000001,0,0
78,0,0,993.2000000000004,467.93
79,623,395.0000000000001,0,0
79,580,603.0999999999999,0,0
79,627,419.49999999999994,0,0
79,628,413.40000000000003,0,0
79,629,128.10000000000002,0,0
79,630,118.9,0,0
79,631,63.00000000000001,0,0
79,632,403.40000000000015,0,0
79,633,36.3,0,0
79,634,436.50000000000006,0,0
79,0,0,603.0999999999999,301.72
80,580,574.2,0,0
80,634,381.8999999999999,0,0
80,635,200.9,0,0
80,636,64.0,0,0
80,637,191.2,0,0
80,638,121.99999999999999,0,0
80,639,122.00000000000001,0,0
80,640,239.19999999999987,0,0
80,641,62.40000000000001,0,0
80,642,428.3999999999999,0,0
80,0,0,574.2,238.61999999999998
81,580,603.1999999999999,0,0
81,642,397.80000000000007,0,0
81,643,330.1999999999999,0,0
81,644,0.0,0,0
81,645,153.4,0,0
81,646,408.20000000000005,0,0
81,647,99.2,0,0
81,648,356.69999999999976,0,0
81,649,364.0,0,0
81,650,394.6,0,0
81,0,0,603.1999999999999,310.72999999999996
82,580,1005.3000000000005,0,0
82,646,417.4000000000001,0,0
82,651,404.49999999999994,0,0
82,652,63.2,0,0
82,653,414.09999999999997,0,0
82,654,395.50000000000006,0,0
82,655,183.9,0,0
82,656,64.7,0,0
82,657,425.59999999999985,0,0
82,658,406.5,0,0
82,0,0,1005.3000000000005,378.07000000000005
83,580,593.2999999999998,0,0
83,657,418.19999999999993,0,0
83,659,240.00000000000009,0,0
83,660,426.19999999999976,0,0
83,661,424.79999999999995,0,0
83,662,124.3,0,0
83,663,130.4,0,0
83,664,59.19999999999999,0,0
83,665,419.7999999999999,0,0
83,666,404.2000000000002,0,0
83,0,0,593.2999999999998,324.03999999999996
